,Balcony,Brick,Dist,Floor,Kitchen_Area,Living_Area,Metro_Dist,NFloors,New,Price,Rooms,Tel,Total_Area,Walk
589,0.0,0.0,0.00032394054599998274,5.0,10.0,112.0,8.0,6.0,0.0,117390060.0,4,1,160.0,1.0
590,1.0,0.0,0.0003323997219999231,3.0,15.0,81.0,6.0,5.0,0.0,43191533.0,3,NaN,117.0,1.0
591,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
592,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
593,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
594,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
595,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
596,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
597,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
598,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
599,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
600,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
601,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
602,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
603,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
604,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
605,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
606,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
607,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
608,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
609,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
610,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
611,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
612,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
613,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
614,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
615,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
616,1.0,1.0,0.002407416361999864,5.0,15.0,75.0,3.0,12.0,0.0,176085090.0,3,1,122.0,1.0
617,0.0,1.0,0.0016226213530000414,3.0,11.0,75.0,5.0,13.0,0.0,120000000.0,3,1,122.0,1.0
618,1.0,1.0,0.000326498525000038,3.0,7.0,30.0,3.0,8.0,0.0,15400000.0,2,NaN,46.0,1.0
619,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
620,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
621,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
622,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
623,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
624,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
625,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
626,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
627,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
628,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
629,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
630,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
631,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
632,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
633,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
634,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
635,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
636,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
637,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
638,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
639,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
640,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
641,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
642,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
643,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
644,1.0,1.0,0.0007253660559999177,6.0,20.0,50.0,12.0,8.0,1.0,27786800.0,2,NaN,78.5,1.0
645,0.0,1.0,0.0012437180090002268,12.0,NaN,100.0,9.0,12.0,0.0,160000000.0,3,1,172.6,1.0
646,1.0,1.0,0.00030440074400000974,5.0,NaN,150.0,4.0,6.0,0.0,143476740.0,5,1,231.0,1.0
647,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
648,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
649,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
650,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
651,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
652,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
653,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
654,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
655,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
656,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
657,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
658,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
659,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
660,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
661,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
662,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
663,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
664,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
665,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
666,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
667,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
668,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
669,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
670,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
671,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
672,0.0,0.0,0.0008312194809999658,5.0,12.0,98.0,6.0,6.0,0.0,56500000.0,5,1,152.0,1.0
673,0.0,1.0,0.0023370729170001433,3.0,NaN,NaN,6.0,5.0,0.0,247823460.0,5,1,200.6,1.0
674,1.0,1.0,0.0034066429839997004,2.0,10.5,52.0,4.0,18.0,0.0,19900000.0,3,1,74.0,1.0
675,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
676,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
677,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
678,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
679,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
680,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
681,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
682,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
683,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
684,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
685,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
686,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
687,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
688,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
689,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
690,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
691,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
692,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
693,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
694,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
695,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
696,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
697,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
698,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
699,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
700,1.0,1.0,0.003424318720999923,2.0,10.0,40.0,5.0,5.0,0.0,7990000.0,1,1,55.0,1.0
701,0.0,1.0,0.003424318720999923,4.0,NaN,NaN,9.0,6.0,1.0,7398640.0,1,NaN,24.7,1.0
702,1.0,1.0,0.0009251439209997852,9.0,13.3,101.7,5.0,10.0,0.0,64000000.0,4,1,150.0,1.0
703,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
704,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
705,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
706,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
707,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
708,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
709,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
710,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
711,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
712,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
713,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
714,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
715,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
716,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
717,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
718,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
719,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
720,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
721,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
722,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
723,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
724,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
725,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
726,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
727,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
728,1.0,0.0,0.0026338888999998485,4.0,13.4,110.0,13.0,6.0,0.0,35000000.0,5,NaN,155.0,1.0
729,0.0,0.0,0.0016745420740000975,3.0,8.2,44.8,2.0,11.0,0.0,37500000.0,2,NaN,64.5,1.0
730,0.0,1.0,0.0008770346320000964,2.0,NaN,30.0,6.0,11.0,1.0,35040933.0,1,NaN,59.7,1.0
731,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
732,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
733,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
734,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
735,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
736,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
737,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
738,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
739,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
740,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
741,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
742,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
743,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
744,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
745,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
746,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
747,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
748,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
749,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
750,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
751,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
752,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
753,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
754,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
755,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
756,1.0,1.0,0.002407416361999864,5.0,15.0,75.0,3.0,12.0,0.0,176085090.0,3,1,122.0,1.0
757,1.0,0.0,0.002407416361999864,3.0,20.0,69.0,4.0,12.0,0.0,107248863.0,3,NaN,127.0,1.0
758,0.0,1.0,0.0008401519299998913,5.0,NaN,NaN,6.0,10.0,0.0,170906390.0,4,1,151.0,1.0
759,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
760,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
761,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
762,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
763,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
764,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
765,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
766,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
767,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
768,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
769,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
770,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
771,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
772,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
773,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
774,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
775,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
776,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
777,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
778,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
779,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
780,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
781,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
782,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
783,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
784,1.0,1.0,0.0005555241049999797,8.0,18.0,50.0,5.0,8.0,0.0,19900000.0,3,1,70.0,0.0
785,0.0,1.0,0.0002647883450001071,1.0,15.0,125.4,5.0,6.0,1.0,61269000.0,3,NaN,200.7,1.0
786,0.0,0.0,0.0012437180090002268,10.0,NaN,NaN,9.0,14.0,0.0,93000000.0,4,NaN,153.6,1.0
787,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
788,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
789,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
790,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
791,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
792,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
793,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
794,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
795,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
796,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
797,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
798,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
799,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
800,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
801,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
802,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
803,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
804,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
805,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
806,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
807,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
808,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
809,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
810,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
811,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
